NOMENUM;ARIMA RMSE;LSTM RMSE;Prophet RMSE;ARIMA R2;LSTM R2;Prophet R2
Itu;5596.305156716274;178.4981597331541;1931.1744248310094;-2.945341508781327;0.9995206706411041;-1098.7445858126543
Mucambo;499.7274925552972;3461.7562677905694;161.9237504033528;-2.4714892521614;0.8197150313573427;-1330.0035900374548
Gurupá;9.516781438581814;1384.381508657516;556.9481291867334;-1.3567190795336828;0.9711677773021782;-1327.3069329262662
Coribe;321.74064933075937;13946.926749283199;449.3432603195794;-3.299361838820179;-1.9263319175252183;-1343.4018140624457
Itapirapuã Paulista;165.01889929698658;4669.599859670951;87.6103555930927;-3.071593165932315;0.6719606982608355;-1345.4146787584264
Cocos;293.07098621274963;1487.3379305627918;229.22583113359036;-1.9041865094315629;0.9667198058294945;-1339.2620990416208
Avaré;866.145660767184;1477.268408458821;799.9756187960427;-1.676682614045653;0.9671689051901171;-1229.082106765054
Indaiatuba;608.0735960792609;4869.025261162334;718.8573497018537;-3.3449763677739206;0.643343125203738;-1105.002796572343
Paranatinga;226.6140759113403;959.3165020928254;130.811287849485;0.02064348349976397;0.9861550824179156;-1307.898715681588
Beruri;38.81268644766633;766.5545472645255;298.84953935366076;0.09312861599400712;0.9911599916995154;-1326.5915534667054
Lábrea;701.8229551825301;6921.3474013383875;306.2639565784862;-1.5655452333844329;0.2793110874206254;-1273.8840711463615
Anajás;7.5169164162122515;25532.35254692782;81.18151656321578;-11.563574823459692;-8.807271747482067;-1342.7922875273061
São Bernardo;7.884062291087426;2319.1585717678095;458.71973033679296;-1.2023190537389334e+27;0.9190852991001378;-1338.4543495918465
Redenção do Gurguéia;159.33249695267676;10141.610215232931;57.43810237340182;-2.7824928927873147;-0.5473208363589972;-1345.9206281230645
Delmiro Gouveia;330.96595395884395;3374.968698962671;75.44347186181501;-0.9882709604338118;0.8286413456898438;-1303.1239290303954
Mirassol;153.85248018282178;8483.10912871103;1049.610037422958;-8.455466567562793;-0.08262151125277484;-1255.247684066423
